Name,Website,MapsURL
Developers Cove,http://dcove.co.in/,"https://www.google.com/maps/place/Developers+Cove/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfbab874055555:0xf54b42e8d6dd36ab!8m2!3d15.4047765!4d74.0165047!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hkgEQc29mdHdhcmVfY29tcGFueeABAA!16s%2Fg%2F11c2ps05nk?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Unwraptech,https://www.unwraptech.com/,"https://www.google.com/maps/place/Unwraptech/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfbb75b48825f7:0xb9cc855bedc6a206!8m2!3d15.4067817!4d74.0067941!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hWiEiH3NvZnR3YXJlIGNvbXBhbmllcyBpbiBwb25kYSBnb2GSARB3ZWJzaXRlX2Rlc2lnbmVymgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ0ak1XSnNWWFJoUjJSNVpIcGtVVlZZYkdoamFsbzBZVVUxVVZwV1JSQULgAQD6AQQIABA2!16s%2Fg%2F11kd42qtjv?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Creative Capsule,http://www.creativecapsule.com/,"https://www.google.com/maps/place/Creative+Capsule/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfb0b29be686d9:0xee6da2f7b4a74353!8m2!3d15.3680003!4d73.9374809!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hWiEiH3NvZnR3YXJlIGNvbXBhbmllcyBpbiBwb25kYSBnb2GSARBzb2Z0d2FyZV9jb21wYW55mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5xZVU1UGMxVlJFQUXgAQD6AQQIABAW!16s%2Fg%2F11b6dgfxrm?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Mrinq Technologies,http://spintly.com/,"https://www.google.com/maps/place/Mrinq+Technologies/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfb16400000001:0x9b94617d403851f8!8m2!3d15.290377!4d73.9644805!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hkgEQc29mdHdhcmVfY29tcGFueeABAA!16s%2Fg%2F11g01wll62?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
CodeRelix - Tech & Software Consultancy,https://coderelix.com/,"https://www.google.com/maps/place/CodeRelix+-+Tech+%26+Software+Consultancy/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfb16400000001:0xa39566db3cae8e48!8m2!3d15.2885341!4d73.9533317!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hWiEiH3NvZnR3YXJlIGNvbXBhbmllcyBpbiBwb25kYSBnb2GSARBzb2Z0d2FyZV9jb21wYW554AEA!16s%2Fg%2F11jvd95rth?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Third Eye Technologies,https://www.thirdeyegoa.com/,"https://www.google.com/maps/place/Third+Eye+Technologies/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfba98170737ab:0xd4199d146ceb384a!8m2!3d15.4026089!4d74.0096543!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hWiEiH3NvZnR3YXJlIGNvbXBhbmllcyBpbiBwb25kYSBnb2GSARB3ZWJzaXRlX2Rlc2lnbmVymgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ4R1MxWkhORFZPTW5CRVl6SkdhbFpHV2toVWJFcHFXRE52TVZSc1JSQULgAQD6AQQIABA_!16s%2Fg%2F11b6j8zz9w?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Virtualwebs Servers Pvt. Ltd,http://virtualwebs.co/,"https://www.google.com/maps/place/Virtualwebs+Servers+Pvt.+Ltd/@15.2892441,73.8047604,11z/data=!3m1!5s0x3bbfb17ae28e3e3d:0x30ad1cc27b3d94b9!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfb3e9086ef8f9:0x485d6e124c4e6b00!8m2!3d15.2964625!4d73.9735728!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hWiEiH3NvZnR3YXJlIGNvbXBhbmllcyBpbiBwb25kYSBnb2GSARBzb2Z0d2FyZV9jb21wYW554AEA!16s%2Fg%2F1v3lnd6z?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
SJ Innovation Private Limited,https://sjinnovation.com/,"https://www.google.com/maps/place/SJ+Innovation+Private+Limited/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfb1341c935973:0x8ac1ddbc35c78f8b!8m2!3d15.3660149!4d73.9370678!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hWiEiH3NvZnR3YXJlIGNvbXBhbmllcyBpbiBwb25kYSBnb2GSARBzb2Z0d2FyZV9jb21wYW55mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJsY0dJeVJrWm5FQUXgAQD6AQUIpgEQKw!16s%2Fg%2F11gwmh5c2z?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Aaradhya IT Solution,,"https://www.google.com/maps/place/Aaradhya+IT+Solution/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfb30da9653d65:0x6d33aa67f8a85991!8m2!3d15.2974818!4d73.9728845!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hWiEiH3NvZnR3YXJlIGNvbXBhbmllcyBpbiBwb25kYSBnb2GSAR1jb21wdXRlcl9zdXBwb3J0X2FuZF9zZXJ2aWNlc-ABAA!16s%2Fg%2F11h2qtjwjg?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Delta Technologies,http://deltagoa.com/,"https://www.google.com/maps/place/Delta+Technologies/@15.2892441,73.8047604,11z/data=!3m1!5s0x3bbfba946cb1241b:0x95ba708e1bfd5607!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfbab93667b5d1:0x296e060337cca76a!8m2!3d15.3974129!4d74.0032601!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hkgEOY29tcHV0ZXJfc3RvcmXgAQA!16s%2Fg%2F1tdqm2sf?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
OPTEL India - Goa,https://www.optelgroup.com/en/,"https://www.google.com/maps/place/OPTEL+India+-+Goa/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfb0bc4767ec63:0x829f7966cca9c1a3!8m2!3d15.3623291!4d73.9555574!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hWiEiH3NvZnR3YXJlIGNvbXBhbmllcyBpbiBwb25kYSBnb2GSARBzb2Z0d2FyZV9jb21wYW55mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJsTjA5eGJIRjNSUkFC4AEA-gEECAAQFw!16s%2Fg%2F11df1trmsh?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Kaavay - IT Consultancy & Services,https://kaavay.com/,"https://www.google.com/maps/place/Kaavay+-+IT+Consultancy+%26+Services/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfb7342eb80e6b:0xf9e016845495642e!8m2!3d15.2917639!4d73.9690708!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hWiEiH3NvZnR3YXJlIGNvbXBhbmllcyBpbiBwb25kYSBnb2GSARBzb2Z0d2FyZV9jb21wYW554AEA!16s%2Fg%2F11g6bg27r0?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Mt Halley,,"https://www.google.com/maps/place/Mt+Halley/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfbb2220610f63:0x7f97f5a822d3957d!8m2!3d15.4228323!4d73.9826724!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hkgEQc29mdHdhcmVfY29tcGFueeABAA!16s%2Fg%2F11m5vb77k3?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
WebFills,https://www.webfills.co.in/,"https://www.google.com/maps/place/WebFills/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfb1c153c43531:0xf77675adcc59ad1b!8m2!3d15.2919376!4d73.9691373!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hWiEiH3NvZnR3YXJlIGNvbXBhbmllcyBpbiBwb25kYSBnb2GSARBzb2Z0d2FyZV9jb21wYW55mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJPTUZwdU5tdEJSUkFC4AEA-gEECAAQPQ!16s%2Fg%2F11qrm_n3f3?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
SparkPlus Technologies,https://sparkplustech.com/,"https://www.google.com/maps/place/SparkPlus+Technologies/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfb16400000001:0xe1160e8077d693ca!8m2!3d15.2934647!4d73.9653715!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hWiEiH3NvZnR3YXJlIGNvbXBhbmllcyBpbiBwb25kYSBnb2GSARBzb2Z0d2FyZV9jb21wYW554AEA!16s%2Fg%2F11khjxmlpf?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Kamsoft Technologies,http://www.kamsoft.co.in/,"https://www.google.com/maps/place/Kamsoft+Technologies/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfc7e5cb1b9227:0xe3661f84899f92f9!8m2!3d15.3962137!4d73.81909!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hWiEiH3NvZnR3YXJlIGNvbXBhbmllcyBpbiBwb25kYSBnb2GSARBzb2Z0d2FyZV9jb21wYW554AEA!16s%2Fg%2F11jpmh4rfj?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Taj Web Solutions,http://tajwebsolutions.com/,"https://www.google.com/maps/place/Taj+Web+Solutions/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfbb63e85c4dbf:0xc72381db6d977260!8m2!3d15.4061653!4d74.0161771!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hWiEiH3NvZnR3YXJlIGNvbXBhbmllcyBpbiBwb25kYSBnb2GSARB3ZWJzaXRlX2Rlc2lnbmVymgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJwYWJtUkhUbUZYVmtKS1RtdzROR1F4V1RGWmJVNVlUbXR6TUZKdFl4QULgAQD6AQQIABBA!16s%2Fg%2F11mt3d4lq6?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Online Productivity Solutions Pvt. Ltd.,https://www.opspl.com/,"https://www.google.com/maps/place/Online+Productivity+Solutions+Pvt.+Ltd./@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfb7498ba53259:0x57b9308f2ff74c24!8m2!3d15.3544087!4d73.9307763!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hWiEiH3NvZnR3YXJlIGNvbXBhbmllcyBpbiBwb25kYSBnb2GSARBzb2Z0d2FyZV9jb21wYW55mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU4zYUhWVVpEZFJSUkFC4AEA-gEECAAQGA!16s%2Fg%2F1vlj__yd?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Madhill technologies,,"https://www.google.com/maps/place/Madhill+technologies/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfb1b00e1e6e6d:0x5af94c2fd5ec97d0!8m2!3d15.3229707!4d73.9829324!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hkgEQc29mdHdhcmVfY29tcGFueeABAA!16s%2Fg%2F11ylr80_7d?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Progen ERP Systems Pvt. Ltd.,https://www.progenerp.com/,"https://www.google.com/maps/place/Progen+ERP+Systems+Pvt.+Ltd./@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfba9687e30ea1:0xc8349284cd9b30f1!8m2!3d15.3978196!4d74.0036625!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hWiEiH3NvZnR3YXJlIGNvbXBhbmllcyBpbiBwb25kYSBnb2GSARBjb3Jwb3JhdGVfb2ZmaWNlmgEjQ2haRFNVaE5NRzluUzBWSlEwRm5UVU5uYlc5RE1GTm5FQUXgAQD6AQUIsQEQQA!16s%2Fg%2F11dyzg1pc4?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Onstro,https://www.onstro.com/,"https://www.google.com/maps/place/Onstro/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfb1506d4ddae7:0xed11d6185147ad1!8m2!3d15.3639195!4d73.947761!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hWiEiH3NvZnR3YXJlIGNvbXBhbmllcyBpbiBwb25kYSBnb2GSARBzb2Z0d2FyZV9jb21wYW55mgFEQ2k5RFFVbFJRVU52WkVOb2RIbGpSamx2VDJ0WmVtVnFiRTlaZWtKVVZucFNTVmRYU1RCVFJuQnpWRlUxTTFwdVl4QULgAQD6AQQIABAM!16s%2Fg%2F11w1d8v9dr?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
UMANG GROUP,http://www.umanggroup.com/,"https://www.google.com/maps/place/UMANG+GROUP/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfb3e9bb79b475:0x68aa24b0acfe8233!8m2!3d15.282146!4d73.980753!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hkgEPYnVzaW5lc3NfY2VudGVy4AEA!16s%2Fg%2F1tjhw2_y?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Imagine Works,,"https://www.google.com/maps/place/Imagine+Works/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfb3e8fd69a52f:0x423c7066cd133205!8m2!3d15.291673!4d73.985728!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hWiEiH3NvZnR3YXJlIGNvbXBhbmllcyBpbiBwb25kYSBnb2GSARBzb2Z0d2FyZV9jb21wYW55mgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU0zTUhKbE5GZFJFQUXgAQD6AQQIABAr!16s%2Fg%2F1hm4j_bnj?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Goa Technology Association,https://goatechassociation.com/,"https://www.google.com/maps/place/Goa+Technology+Association/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfba942629cfbf:0xc45e0d3e206252dc!8m2!3d15.398638!4d74.0028331!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hkgEQY29ycG9yYXRlX29mZmljZeABAA!16s%2Fg%2F11gd66y8mz?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Open Space Technologies,https://www.openspacetechnologies.com/,"https://www.google.com/maps/place/Open+Space+Technologies/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfb3000bd7bddd:0x323da9d10007153!8m2!3d15.2931637!4d73.9754255!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hWiEiH3NvZnR3YXJlIGNvbXBhbmllcyBpbiBwb25kYSBnb2GSARBzb2Z0d2FyZV9jb21wYW55mgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5UVU5SZWs5cVduSm5SUkFC4AEA-gEECAAQIQ!16s%2Fg%2F11wv442506?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
Mindcraft Technologies,http://mindcrafttechnologies.in/,"https://www.google.com/maps/place/Mindcraft+Technologies/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfbbb26309c32b:0xfb71d15199078e12!8m2!3d15.4059672!4d74.0055146!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hkgEQd2Vic2l0ZV9kZXNpZ25lcuABAA!16s%2Fg%2F11lnssg7t8?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
NineStack - A Kilowott Company,http://ninestack.com/,"https://www.google.com/maps/place/NineStack+-+A+Kilowott+Company/@15.2892441,73.8047604,11z/data=!4m10!1m2!2m1!1sSoftware+Companies+in+ponda+goa!3m6!1s0x3bbfc01701e1fc69:0x5e0e4140df5ef68c!8m2!3d15.5231048!4d73.8239497!15sCh9Tb2Z0d2FyZSBDb21wYW5pZXMgaW4gcG9uZGEgZ29hWiEiH3NvZnR3YXJlIGNvbXBhbmllcyBpbiBwb25kYSBnb2GSARBzb2Z0d2FyZV9jb21wYW554AEA!16s%2Fg%2F11cs1kg07r?entry=ttu&g_ep=EgoyMDI2MDEyMC4wIKXMDSoASAFQAw%3D%3D"
